merchant_abn,merchant_name,segment,Takings Rank,Loss Potential Ranking,Growth Potential Ranking,Final Ranking
49322182190,Gravida Mauris Incorporated,"Fashion, Jewelry & Personal Goods",10,11,114,1
45629217853,Lacus Consulting,"Fashion, Jewelry & Personal Goods",3,3,137,3
79417999332,Phasellus At Company,"Fashion, Jewelry & Personal Goods",15,15,116,4
86578477987,Leo In Consulting,"Fashion, Jewelry & Personal Goods",2,2,158,8
32361057556,Orci In Consequat Corporation,"Fashion, Jewelry & Personal Goods",1,1,165,10
94493496784,Dictum Phasellus In Institute,"Fashion, Jewelry & Personal Goods",9,9,152,11
68559320474,Aliquam Auctor Associates,"Fashion, Jewelry & Personal Goods",34,34,124,15
93558142492,Dolor Quisque Inc.,"Fashion, Jewelry & Personal Goods",43,43,120,21
19492220327,Commodo Ipsum Industries,"Fashion, Jewelry & Personal Goods",24,10,175,23
60956456424,Ultricies Dignissim LLP,"Fashion, Jewelry & Personal Goods",27,26,176,29
99976658299,Sociosqu Corp.,"Fashion, Jewelry & Personal Goods",55,55,127,30
11439466003,Blandit At LLC,"Fashion, Jewelry & Personal Goods",45,45,173,37
62224020443,Hendrerit A Corporation,"Fashion, Jewelry & Personal Goods",65,65,136,38
90918180829,Pharetra Quisque Company,"Fashion, Jewelry & Personal Goods",81,72,144,43
71528203369,Ipsum Primis Associates,"Fashion, Jewelry & Personal Goods",90,90,154,62
80324045558,Ipsum Dolor Sit Corporation,"Fashion, Jewelry & Personal Goods",98,97,151,67
81219314324,Faucibus Leo Ltd,"Fashion, Jewelry & Personal Goods",40,39,272,72
29616684420,Tellus Id LLC,"Fashion, Jewelry & Personal Goods",88,88,182,76
81761494572,Nulla Facilisis Institute,"Fashion, Jewelry & Personal Goods",68,68,239,80
23338656015,Iaculis LLC,"Fashion, Jewelry & Personal Goods",72,74,232,82
15043504837,Odio Incorporated,"Fashion, Jewelry & Personal Goods",82,73,253,90
85362139954,In Consequat Associates,"Fashion, Jewelry & Personal Goods",119,125,214,109
10596295795,Egestas A Associates,"Fashion, Jewelry & Personal Goods",167,130,193,117
20325086904,Vivamus Rhoncus Ltd,"Fashion, Jewelry & Personal Goods",142,143,234,125
15269431008,Nisi Limited,"Fashion, Jewelry & Personal Goods",173,169,215,128
83690644458,Id Erat Etiam Consulting,"Fashion, Jewelry & Personal Goods",102,101,370,133
56796971172,Enim Non Nisi Corporation,"Fashion, Jewelry & Personal Goods",183,179,213,134
82076270246,Lorem Ipsum Foundation,"Fashion, Jewelry & Personal Goods",201,197,194,139
76626119831,Tristique Pellentesque Inc.,"Fashion, Jewelry & Personal Goods",188,189,252,148
91720867026,Eget Mollis LLC,"Fashion, Jewelry & Personal Goods",116,116,402,152
73489866331,Eu Dui Cum Company,"Fashion, Jewelry & Personal Goods",147,120,380,157
12870663624,Vestibulum Ut Eros Corporation,"Fashion, Jewelry & Personal Goods",139,140,407,163
44345785419,Phasellus Nulla LLC,"Fashion, Jewelry & Personal Goods",157,118,438,173
58476363584,Mauris Blandit Foundation,"Fashion, Jewelry & Personal Goods",202,200,321,177
66842618444,Ultrices Inc.,"Fashion, Jewelry & Personal Goods",127,128,474,180
31637210281,Lorem Luctus Incorporated,"Fashion, Jewelry & Personal Goods",152,148,452,188
96161947306,Imperdiet Dictum Magna Associates,"Fashion, Jewelry & Personal Goods",291,292,178,192
51550230865,Mauris Corp.,"Fashion, Jewelry & Personal Goods",263,267,236,194
80779820715,Euismod Enim LLC,"Fashion, Jewelry & Personal Goods",292,284,203,197
70893725439,Luctus Curabitur Incorporated,"Fashion, Jewelry & Personal Goods",231,230,319,198
15069598461,Parturient Institute,"Fashion, Jewelry & Personal Goods",290,293,249,206
79269463423,Egestas Fusce Aliquet Company,"Fashion, Jewelry & Personal Goods",219,224,394,209
40555823280,Nibh Donec Incorporated,"Fashion, Jewelry & Personal Goods",283,283,313,221
47459279421,Aliquam Gravida PC,"Fashion, Jewelry & Personal Goods",159,157,571,225
53062283717,Mi Felis Adipiscing Company,"Fashion, Jewelry & Personal Goods",280,286,348,234
57860746842,Dui Augue PC,"Fashion, Jewelry & Personal Goods",306,262,347,235
66079287213,Hendrerit Corporation,"Fashion, Jewelry & Personal Goods",226,222,467,236
15912561882,Nullam Nisl Institute,"Fashion, Jewelry & Personal Goods",377,376,163,237
86662713230,Vestibulum Accumsan Associates,"Fashion, Jewelry & Personal Goods",209,206,508,238
60650953328,Integer LLC,"Fashion, Jewelry & Personal Goods",223,226,483,240
74046727484,Vestibulum Accumsan Neque Ltd,"Fashion, Jewelry & Personal Goods",244,239,471,246
